ts,open,high,low,close,volume
1770814800,189.45115226696967,192.161779482718,188.9778869943765,191.26490038034544,16277.783109499873
1770818400,191.26490038034544,193.5741224855492,191.0050628252613,191.3090131709496,47260.491119729246
1770822000,191.3090131709496,193.6599690134803,189.0667998949831,191.67986190016697,71481.84332699614
1770825600,191.67986190016697,194.04693925479248,190.88284784012717,191.111883888473,121026.01324139695
1770829200,191.111883888473,192.88346563632797,190.5722226146665,192.37926631993068,29769.910788215973
1770832800,192.37926631993068,192.57612468742724,190.9111105228476,191.7652090780445,7342.673621558712
1770836400,191.7652090780445,192.36134063760755,191.4867943165115,192.05562298396333,2721.577824585312
1770840000,192.05562298396333,192.056533833406,189.3497977196896,189.7008235339304,170289.67173897443
1770843600,189.7008235339304,190.1190110226301,186.9602737829817,190.10121410128485,335151.19549963647
1770847200,190.10121410128485,190.10121410128485,189.46273802347235,189.970159523831,1045.6289550615916
1770850800,189.970159523831,190.3234469165109,189.6369269665684,189.6369269665684,2859.3901409656582
1770854400,189.6369269665684,190.19357989354455,189.6369269665684,190.19357989354455,707.2831391340916
1770858000,190.19357989354455,190.53111380884212,190.19357989354455,190.53111380884212,798.5351027593293
1770861600,190.53111380884212,190.53111380884212,189.857742719746,190.10082255203156,104.7955610954416
1770865200,190.10082255203156,190.33876780741497,190.10082255203156,190.1411484274615,683.6659047785603
1770868800,190.1411484274615,191.0748025284321,189.9555779383209,190.44974125439668,1681.1228741295156
1770872400,190.44974125439668,190.4709875404032,190.24493230381245,190.38773201307544,114.38364473424654
1770876000,190.38773201307544,190.43174121956707,189.9489086755934,189.9489086755934,1522.8174899232458
1770879600,189.9489086755934,190.8755936561084,189.9489086755934,190.8755936561084,2436.529014229454
1770883200,190.8755936561084,191.0683339550544,190.3095709322608,190.5282296255784,2291.5948391981965
1770886800,190.5282296255784,191.2359887431813,190.5282296255784,190.9848754540027,2917.274883860276
1770890400,190.9848754540027,191.6767222040801,190.77516066696265,190.9956432314713,99.79466597345204
1770894000,190.9956432314713,191.86961593120088,190.9956432314713,191.86961593120088,1517.3547972404676
1770897600,191.86961593120088,192.35582579973112,191.0582753396164,192.1102241916473,2628.833552554229
1770901200,192.1102241916473,192.13565747457272,191.23680232133296,191.8780854060966,2510.050455144404
1770904800,191.8780854060966,192.7182067584013,190.9047721252494,191.51418443073115,20750.77746364552
1770908400,191.51418443073115,191.92737534476996,189.4111219862853,189.8571055463769,21167.71212916714
1770912000,189.8571055463769,189.8571055463769,187.6956400909109,189.0014924992457,24286.84409911707
1770915600,189.0014924992457,190.43697669103352,188.74041076612093,189.9481926687156,7329.400272260903
1770919200,189.9481926687156,189.9481926687156,188.83742509139643,189.8057911124448,10193.396818288462
1770922800,189.8057911124448,189.8057911124448,188.3632429336279,188.36963614481945,6013.607559878967
1770926400,188.36963614481945,188.6743324086592,186.7753421637804,186.7753421637804,12277.403527129689
1770930000,186.7753421637804,188.11064131290104,186.7753421637804,187.49747152041903,8720.911756458449
1770933600,187.49747152041903,187.74563012937352,187.23884053579596,187.4647612167965,821.6189393408993
1770937200,187.4647612167965,188.14684457324807,187.26367040594408,187.8530709065202,3885.615685480062
1770940800,187.8530709065202,188.3747580900502,187.0092797987284,187.0092797987284,5024.171548515486
1770944400,187.0092797987284,187.30954057444012,186.91585581961175,187.180578682476,832.6022378019256
1770948000,187.180578682476,188.22362901127647,187.180578682476,187.57373738494468,3269.018647543281
1770951600,187.57373738494468,187.77724643128207,187.0933297412365,187.6789902951521,2435.590732010196
1770955200,187.6789902951521,187.79159884272465,187.43178806227755,187.6120274042733,113.35493302165976
1770958800,187.6120274042733,187.96346722955093,186.3862773155616,187.2367903643907,3955.5257713082497
1770962400,187.2367903643907,187.2367903643907,186.0627099777235,186.1885141380348,6434.383667920492
1770966000,186.1885141380348,187.4089659123484,186.0652214437615,187.0034293136295,4148.158359694466
1770969600,187.0034293136295,187.03616344106888,186.07051510999676,187.03616344106888,3475.1743836405235
1770973200,187.03616344106888,188.1346395004224,186.93066000131864,187.92080780925457,8732.113444013015
1770976800,187.92080780925457,187.92080780925457,186.9348428564215,187.4092020449771,4483.890909193357
1770980400,187.4092020449771,187.59057239906076,186.29692072511716,186.29692072511716,6454.815319228123
1770984000,186.29692072511716,186.99479252330772,186.29692072511716,186.99479252330772,2582.3319922744
1770987600,186.99479252330772,187.90667220372703,186.07813608419897,187.8713493782188,17062.239114117492
1770991200,187.8713493782188,188.3575598673539,182.68637255787465,182.68637255787465,90319.5615886879
1770994800,182.68637255787465,184.9737676517313,181.9803595888264,183.3949932267792,44022.82877942653
1770998400,183.3949932267792,184.22336971933797,182.22483990788837,183.95106007463065,21339.495784950333
1771002000,183.95106007463065,185.04731229429845,183.70583648766896,184.3100642182012,9069.344307632924
1771005600,184.3100642182012,184.9076362232377,183.208128582554,184.36966360677545,12085.167722413678
1771009200,184.36966360677545,184.51154590290656,183.18963211007824,183.18963211007824,9936.529941108354
1771012800,183.18963211007824,183.5480090858492,181.56828293239184,182.790704635332,14936.073107800035
1771016400,182.790704635332,183.07132370608144,182.790704635332,182.91409342703164,834.5711468910888
1771020000,182.91409342703164,183.3044232922604,182.91409342703164,183.3044232922604,249.53477870529156
1771027200,183.3044232922604,183.3044232922604,182.54087584722583,182.60724732916404,210.28615288292897
1771030800,182.60724732916404,183.30012267449408,182.60724732916404,183.10280051381903,62.50470506653695
1771034400,183.10280051381903,183.50586063617664,182.60619178193068,182.60619178193068,4.450108057319158
1771038000,182.60619178193068,183.05435861271525,182.5416785988575,182.54578284836376,202.09586240620183
1771045200,182.54578284836376,183.2579902315217,182.54578284836376,183.2579902315217,42.42806032833282
1771052400,183.2579902315217,183.2579902315217,182.67510012181356,183.22346401243144,287.7414553783194
1771056000,183.22346401243144,183.38683449127367,182.6860904390228,183.13171961579204,631.3120866565239
1771059600,183.13171961579204,183.83495511992103,183.096819233979,183.096819233979,487.1089227680157
1771063200,183.096819233979,183.61916146807255,183.096819233979,183.61916146807255,514.7551053291774
1771066800,183.61916146807255,183.7076713418439,182.8995216362695,183.10431876508608,410.682565608593
1771070400,183.10431876508608,183.7921472608346,182.90764089939097,182.9603649480141,1847.939470867087
1771074000,182.9603649480141,183.54918134307695,182.793516126587,183.10184364618212,6631.675626041576
1771077600,183.10184364618212,183.14240599671385,182.4871502563776,182.52952289578965,1064.7044794267292
1771081200,182.52952289578965,184.66359960785135,182.52952289578965,183.13383100444025,412.9928257804367
1771084800,183.13383100444025,183.80813036492745,182.64198050357945,183.07704400328936,860.7835328419476
1771088400,183.07704400328936,183.5534123411128,183.07704400328936,183.2186356498632,529.1723278326738
1771092000,183.2186356498632,183.51217314012277,183.2186356498632,183.51217314012277,2.0878190582839737
1771102800,183.51217314012277,183.6208587228918,182.75098192951995,182.75098192951995,3007.80798746349
1771113600,182.75098192951995,183.52176234071385,182.75098192951995,183.41798435965885,69.23834212974478
1771128000,183.41798435965885,183.5649685419784,182.7418284943326,183.5649685419784,194.85742686193248
1771131600,183.5649685419784,183.5649685419784,182.9634546852324,182.9634546852324,562.3868425947388
1771135200,182.9634546852324,183.5813582687719,182.9131522462793,182.9131522462793,80.92436293010937
1771142400,182.9131522462793,183.7048822802221,182.5101958105384,182.94906051509648,725.4945096773979
1771146000,182.94906051509648,183.22537481395744,182.94906051509648,183.22537481395744,6.699062334649186
1771149600,183.22537481395744,183.39089226808676,183.1062906262425,183.22965570873865,69.51905217926391
1771156800,183.22965570873865,183.64781044183695,182.6296036138371,183.28306970075968,545.6820384415389
1771160400,183.28306970075968,183.3265191555567,182.8497547027855,183.23714482541567,328.2781573943613
1771164000,183.23714482541567,183.3264560219604,183.11575604407815,183.3264560219604,37.88716264763061
1771167600,183.3264560219604,183.3264560219604,182.3253935391687,182.70490336718436,1205.36379766026
1771171200,182.70490336718436,183.05152213964632,182.3153801917039,182.3153801917039,172.60482230049848
1771174800,182.3153801917039,183.83115145518863,182.0972208941292,182.1282403679855,1773.584741177883
1771178400,182.1282403679855,182.89285240001823,182.1282403679855,182.46003126129048,395.3442516267767
1771182000,182.46003126129048,182.98360279279007,182.28300904406095,182.62715556500407,453.4515642966559
1771185600,182.62715556500407,182.7433530061483,182.1444422604617,182.20179525768395,757.6821140604304
1771196400,182.20179525768395,182.86325070711013,181.96789455005447,181.96789455005447,455.8261572446449
1771200000,181.96789455005447,182.6276712084429,181.96789455005447,182.55353552126155,101.02156472098932
1771203600,182.55353552126155,182.87960041293297,182.01358454488272,182.01358454488272,1052.717144234503
1771207200,182.01358454488272,183.09194829085024,182.01358454488272,182.66626454945128,17902.761376463204
1771210800,182.66626454945128,182.70495567256927,182.2856354899216,182.2856354899216,24.975436366421064
1771218000,182.2856354899216,182.75277707398857,182.2856354899216,182.75277707398857,77.29903442409677
1771225200,182.75277707398857,183.1212758699602,182.14693230563068,182.9397621420201,1521.571560567964
1771228800,182.9397621420201,182.9397621420201,182.3624214586445,182.7085820081063,1628.4504657045836
1771232400,182.7085820081063,182.94207800066545,182.54042720370825,182.94207800066545,537.5155080888636
1771239600,182.94207800066545,183.36242764997223,182.4039056081949,182.4039056081949,574.025247186913
1771246800,182.4039056081949,183.7009644906072,182.4039056081949,182.92088798631897,1478.601230247895
1771250400,182.92088798631897,183.0611814906493,182.05091543086763,182.6624493090854,2935.581938671196
1771254000,182.6624493090854,183.1772154014845,182.0760407871258,182.0760407871258,1024.030232138571
1771257600,182.0760407871258,182.13038700517492,181.369259262324,182.13038700517492,2071.609645634179
1771261200,182.13038700517492,182.33787587488732,181.27933877249805,181.79557131268567,2487.505729090345
1771264800,181.79557131268567,182.6028795867669,181.53582791528464,182.49638634884184,1614.3159636702849
1771268400,182.49638634884184,182.49638634884184,181.30902375733436,182.11390423751928,2550.191282791035
1771272000,182.11390423751928,182.25102421150177,181.1956370279384,181.6637775187813,1625.3142342873175
