ts,open,high,low,close,volume
1725973200,107.77,108.39,104.79,107.81,0.0
1725975000,107.97530364990234,109.4000015258789,105.95999908447266,107.29000091552734,87845460.0
1725978600,107.29989624023438,107.54499816894531,106.41600036621094,107.1177978515625,33241851.0
1725982200,107.0999984741211,107.44000244140625,104.94999694824219,105.45500183105469,36994246.0
1725985800,105.44999694824219,106.6500015258789,105.41000366210938,106.19999694824219,24532466.0
1725989400,106.19499969482422,107.47000122070312,106.12000274658203,107.29419708251953,22080720.0
1725993000,107.30000305175781,107.58000183105469,107.02999877929688,107.54989624023438,20222622.0
1725996600,107.54499816894531,108.18000030517578,107.33000183105469,108.0199966430664,20494338.0
1725998400,108.02,108.14,106.894,107.8,0.0
1726002000,107.8,113.3988,100.8826,107.885,0.0
1726005600,107.89,107.89,107.7,107.76,0.0
1726009200,107.75,107.82,107.5,107.6,0.0
1726041600,107.86,107.86,107.31,107.65,0.0
1726045200,107.62,107.62,107.15,107.42,0.0
1726048800,107.44,107.79,107.43,107.61,0.0
1726052400,107.61,107.929,107.6,107.86,0.0
1726056000,107.86,108.71,107.2295,108.55,0.0
1726059600,108.51,109.7,107.52,109.4,0.0
1726061400,109.4000015258789,111.93000030517578,108.47000122070312,109.31500244140625,104156057.0
1726065000,109.30999755859375,109.44999694824219,107.41999816894531,109.31999969482422,50513326.0
1726068600,109.30000305175781,112.87000274658203,109.16500091552734,112.82749938964844,59793549.0
1726072200,112.82050323486328,113.87000274658203,111.70999908447266,113.8550033569336,50045657.0
1726075800,113.86000061035156,115.37000274658203,113.36000061035156,115.27619934082031,50208711.0
1726079400,115.28500366210938,116.13999938964844,114.55999755859375,115.9800033569336,48831566.0
1726083000,115.98500061035156,117.18000030517578,115.66000366210938,116.8499984741211,39897445.0
1726084800,116.91,117.2,116.0351,116.765,0.0
1726088400,116.75,116.91,116.085,116.18,0.0
1726092000,116.18,116.34,116.1,116.29,0.0
1726095600,116.28,116.73,116.25,116.64,0.0
1726128000,117.17,117.85,116.6,117.66,0.0
1726131600,117.63,118.4,117.53,118.19,0.0
1726135200,118.19,118.22,117.56,117.57,0.0
1726138800,117.6,117.9,117.04,117.44,0.0
1726142400,117.43,118.37,116.65,117.9098,0.0
1726146000,117.88,118.0447,108.165,116.86,0.0
1726147800,116.875,119.81999969482422,115.37999725341797,119.6050033569336,110932880.0
1726151400,119.60009765625,120.23999786376953,118.27999877929688,118.66999816894531,61988443.0
1726155000,118.67500305175781,119.30000305175781,117.7699966430664,119.13500213623047,39212589.0
1726158600,119.13939666748047,119.95999908447266,118.47000122070312,119.84010314941406,30068279.0
1726162200,119.8550033569336,120.79000091552734,119.46790313720703,120.40010070800781,38812810.0
1726165800,120.4000015258789,120.48999786376953,119.0999984741211,119.94999694824219,35025996.0
1726169400,119.95999908447266,120.0999984741211,119.0199966430664,119.18000030517578,25774270.0
1726171200,119.23,119.24,106.14,118.72,0.0
1726174800,118.7,160.2169,80.4432,118.79,0.0
1726178400,118.791,119.14,118.47,118.8,0.0
1726182000,118.81,119.14,118.752,119.119,0.0
1726214400,118.91,119.38,118.55,119.2,0.0
1726218000,119.21,119.66,119.07,119.38,0.0
1726221600,119.4,119.41,118.93,119.19,0.0
1726225200,119.19,119.54,118.86,119.52,0.0
1726228800,119.5,119.6464,118.7682,119.37,0.0
1726232400,119.38,120.065,117.445,119.07,0.0
1726234200,119.01000213623047,119.95500183105469,118.0199966430664,118.37000274658203,77115916.0
1726237800,118.37020111083984,119.79000091552734,117.5999984741211,119.41020202636719,41632945.0
1726241400,119.41999816894531,119.55000305175781,118.30000305175781,118.71499633789062,27707927.0
1726245000,118.72000122070312,119.33000183105469,118.44499969482422,119.1050033569336,21624083.0
1726248600,119.1050033569336,119.16999816894531,118.3687973022461,118.61499786376953,17701903.0
1726252200,118.62000274658203,119.12999725341797,118.41999816894531,119.05999755859375,20818196.0
1726255800,119.05999755859375,119.13999938964844,118.70999908447266,119.06999969482422,17327901.0
1726257600,119.07,119.1,118.91,118.98,0.0
1726261200,118.98,121.7733,118.81,118.86,0.0
1726264800,118.86,118.89,118.72,118.76,0.0
1726268400,118.765,118.87,118.75,118.76,0.0
1726473600,118.99,119.05,118.56,118.91,0.0
1726477200,118.9,118.94,118.5,118.57,0.0
1726480800,118.57,118.57,117.68,117.88,0.0
1726484400,117.87,118.1,116.82,116.96,0.0
1726488000,116.97,119.35,116.82,117.19,0.0
1726491600,117.21,119.1,116.6,116.78,0.0
1726493400,116.80999755859375,118.18000030517578,114.36000061035156,117.11499786376953,88468816.0
1726497000,117.12999725341797,117.2499008178711,116.02999877929688,116.625,35852811.0
1726500600,116.625,116.87000274658203,115.71089935302734,116.1698989868164,26871447.0
1726504200,116.16999816894531,116.79000091552734,115.75,116.62000274658203,18889204.0
1726507800,116.62079620361328,117.07499694824219,116.45010375976562,116.66500091552734,17703890.0
1726511400,116.66059875488281,116.68499755859375,116.0999984741211,116.35009765625,17752526.0
1726515000,116.3501968383789,116.79000091552734,116.2300033569336,116.7699966430664,14443184.0
1726516800,116.74,119.245,116.45,116.59,0.0
1726520400,116.59,116.78,116.42,116.55,0.0
1726524000,116.51,116.78,116.51,116.665,0.0
1726527600,116.66,116.7,116.42,116.458,0.0
1726560000,116.89,117.29,116.8,117.2,0.0
1726563600,117.18,117.23,116.84,117.11,0.0
1726567200,117.11,117.9,117.09,117.7,0.0
1726570800,117.73,117.75,117.37,117.58,0.0
1726574400,117.58,118.1499,116.1,118.1,0.0
1726578000,118.0648,118.48,114.815,118.17,0.0
1726579800,118.76000213623047,118.80000305175781,116.54000091552734,117.7499008178711,64854037.0
1726583400,117.73999786376953,118.27059936523438,117.18000030517578,117.20999908447266,28647718.0
1726587000,117.20600128173828,117.5199966430664,115.97000122070312,116.52989959716797,25503727.0
1726590600,116.5199966430664,116.69999694824219,115.66999816894531,116.09500122070312,26392736.0
1726594200,116.08999633789062,116.26000213623047,114.83000183105469,115.37909698486328,25990083.0
1726597800,115.375,115.6500015258789,114.8550033569336,115.3499984741211,21933744.0
1726601400,115.34120178222656,115.6500015258789,114.9800033569336,115.58499908447266,18718670.0
1726603200,115.59,115.64,107.5318,115.43,0.0
1726606800,115.4398,115.59,107.5318,115.44,0.0
1726610400,115.44,115.55,115.4,115.47,0.0
1726614000,115.475,115.53,115.36,115.44,0.0
1726646400,115.78,115.93,114.84,114.86,0.0
1726650000,114.87,115.2,114.85,115.1,0.0
1726653600,115.09,115.4,115.06,115.25,0.0
1726657200,115.25,115.97,115.19,115.71,0.0
1726660800,115.74,116.0,114.8304,115.405,0.0
1726664400,115.4001,118.43,108.58,115.92,0.0
1726666200,116.0260009765625,116.3499984741211,114.61000061035156,115.12000274658203,54005037.0
1726669800,115.12930297851562,115.4397964477539,114.52999877929688,114.82990264892578,24486152.0
1726673400,114.82219696044922,114.8499984741211,113.68000030517578,114.69000244140625,27633139.0
1726677000,114.69999694824219,115.33000183105469,114.56999969482422,115.0999984741211,21073731.0
1726680600,115.09500122070312,117.16999816894531,114.62999725341797,116.7750015258789,49042417.0
1726684200,116.77999877929688,117.69999694824219,113.51000213623047,115.38999938964844,66458647.0
1726687800,115.38999938964844,115.7300033569336,113.22000122070312,113.22000122070312,32757218.0
1726689600,113.42,117.39,112.77,113.34,0.0
1726693200,113.338,117.39,106.2376,113.39,0.0
1726696800,113.4085,113.99,113.39,113.9,0.0
1726700400,113.9,114.57,113.8,114.551,0.0
1726732800,116.1,116.71,116.03,116.26,0.0
1726736400,116.26,117.32,116.16,117.17,0.0
1726740000,117.17,117.21,116.78,117.08,0.0
1726743600,117.07,117.3,116.79,116.9,0.0
1726747200,116.91,119.18,107.21,116.8803,0.0
1726750800,116.92,117.4,106.21,117.31,0.0
1726752600,117.31999969482422,119.47000122070312,117.25,119.22000122070312,95723223.0
1726756200,119.30069732666016,119.5999984741211,118.51000213623047,119.52519989013672,36413875.0
1726759800,119.5250015258789,119.66000366210938,118.7699966430664,119.16000366210938,26693186.0
1726763400,119.16999816894531,119.66000366210938,118.94000244140625,119.49500274658203,23193470.0
1726767000,119.40499877929688,119.48999786376953,118.66999816894531,119.1240005493164,21799497.0
1726770600,119.12999725341797,119.13500213623047,117.61000061035156,118.1449966430664,29362719.0
1726774200,118.16000366210938,118.6500015258789,117.70999908447266,117.9800033569336,21695352.0
1726776000,117.87,118.05,117.52,117.86,0.0
